toolmode,project,model,category,accuracy,precision,recall,f1_score,count
PNet&NCir,AcornRobotElectronics,gpt-5.4-nano,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,AcornRobotElectronics,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,5
PNet&NCir,AcornRobotElectronics,gpt-5.4-nano,ALL,0.6,0.6161,0.6477,0.5833,15
PNet&NCir,AcornRobotElectronics,llama-3.3-70b-instruct,component_datasheet,0.75,0.8333,0.75,0.7333,4
PNet&NCir,AcornRobotElectronics,llama-3.3-70b-instruct,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,AcornRobotElectronics,llama-3.3-70b-instruct,theory_layout,0.4,0.625,0.625,0.4,5
PNet&NCir,AcornRobotElectronics,llama-3.3-70b-instruct,ALL,0.4,0.5114,0.5114,0.4,15
PNet&NCir,CF-Chef,claude-sonnet-4.6,component_datasheet,0.6667,0.6667,0.8,0.625,6
PNet&NCir,CF-Chef,claude-sonnet-4.6,spice_behaviour,0.4,0.2,0.5,0.2857,5
PNet&NCir,CF-Chef,claude-sonnet-4.6,theory_layout,0.75,0.375,0.5,0.4286,4
PNet&NCir,CF-Chef,claude-sonnet-4.6,ALL,0.6,0.75,0.6667,0.5833,15
PNet&NCir,CF-Chef,gemini-3-flash-preview,component_datasheet,0.6667,0.6667,0.8,0.625,6
PNet&NCir,CF-Chef,gemini-3-flash-preview,spice_behaviour,0.4,0.2,0.5,0.2857,5
PNet&NCir,CF-Chef,gemini-3-flash-preview,theory_layout,0.75,0.375,0.5,0.4286,4
PNet&NCir,CF-Chef,gemini-3-flash-preview,ALL,0.6,0.75,0.6667,0.5833,15
PNet&NCir,CF-Chef,gpt-5.4-nano,component_datasheet,0.6667,0.6667,0.8,0.625,6
PNet&NCir,CF-Chef,gpt-5.4-nano,spice_behaviour,0.4,0.2,0.5,0.2857,5
PNet&NCir,CF-Chef,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,4
PNet&NCir,CF-Chef,gpt-5.4-nano,ALL,0.6667,0.7727,0.7222,0.6606,15
PNet&NCir,CF-Chef,llama-3.3-70b-instruct,component_datasheet,0.5,0.625,0.7,0.4857,6
PNet&NCir,CF-Chef,llama-3.3-70b-instruct,spice_behaviour,0.4,0.2,0.5,0.2857,5
PNet&NCir,CF-Chef,llama-3.3-70b-instruct,theory_layout,0.75,0.375,0.5,0.4286,4
PNet&NCir,CF-Chef,llama-3.3-70b-instruct,ALL,0.5333,0.7308,0.6111,0.4976,15
PNet&NCir,HadesFCS,claude-sonnet-4.6,component_datasheet,0.8333,0.9,0.75,0.7778,6
PNet&NCir,HadesFCS,claude-sonnet-4.6,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,HadesFCS,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,4
PNet&NCir,HadesFCS,claude-sonnet-4.6,ALL,0.8,0.8636,0.7857,0.7847,15
PNet&NCir,HadesFCS,gemini-3-flash-preview,component_datasheet,0.8333,0.9,0.75,0.7778,6
PNet&NCir,HadesFCS,gemini-3-flash-preview,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,HadesFCS,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,4
PNet&NCir,HadesFCS,gemini-3-flash-preview,ALL,0.8,0.8636,0.7857,0.7847,15
PNet&NCir,HadesFCS,gpt-5.4-nano,component_datasheet,0.8333,0.9,0.75,0.7778,6
PNet&NCir,HadesFCS,gpt-5.4-nano,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,HadesFCS,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,4
PNet&NCir,HadesFCS,gpt-5.4-nano,ALL,0.8,0.8636,0.7857,0.7847,15
PNet&NCir,HadesFCS,llama-3.3-70b-instruct,component_datasheet,0.8333,0.9,0.75,0.7778,6
PNet&NCir,HadesFCS,llama-3.3-70b-instruct,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,HadesFCS,llama-3.3-70b-instruct,theory_layout,0.5,0.6667,0.6667,0.5,4
PNet&NCir,HadesFCS,llama-3.3-70b-instruct,ALL,0.6667,0.8077,0.6429,0.6032,15
PNet&NCir,Meshinger,claude-sonnet-4.6,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,Meshinger,claude-sonnet-4.6,spice_behaviour,0.0,0.0,0.0,0.0,5
PNet&NCir,Meshinger,claude-sonnet-4.6,theory_layout,0.8,0.75,0.875,0.7619,5
PNet&NCir,Meshinger,claude-sonnet-4.6,ALL,0.6,0.625,0.7692,0.55,15
PNet&NCir,Meshinger,gemini-3-flash-preview,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,Meshinger,gemini-3-flash-preview,spice_behaviour,0.0,0.0,0.0,0.0,5
PNet&NCir,Meshinger,gemini-3-flash-preview,theory_layout,0.75,0.75,0.8333,0.7333,4
PNet&NCir,Meshinger,gemini-3-flash-preview,ALL,0.5714,0.625,0.75,0.5333,14
PNet&NCir,Meshinger,gpt-5.4-nano,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,Meshinger,gpt-5.4-nano,spice_behaviour,0.0,0.0,0.0,0.0,5
PNet&NCir,Meshinger,gpt-5.4-nano,theory_layout,0.8,0.75,0.875,0.7619,5
PNet&NCir,Meshinger,gpt-5.4-nano,ALL,0.6,0.625,0.7692,0.55,15
PNet&NCir,Meshinger,llama-3.3-70b-instruct,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,Meshinger,llama-3.3-70b-instruct,spice_behaviour,0.0,0.0,0.0,0.0,5
PNet&NCir,Meshinger,llama-3.3-70b-instruct,theory_layout,0.2,0.1,0.5,0.1667,5
PNet&NCir,Meshinger,llama-3.3-70b-instruct,ALL,0.4,0.5909,0.6538,0.3891,15
PNet&NCir,OPNhydro-r2,claude-sonnet-4.6,component_datasheet,1.0,1.0,1.0,1.0,3
PNet&NCir,OPNhydro-r2,claude-sonnet-4.6,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,OPNhydro-r2,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,7
PNet&NCir,OPNhydro-r2,claude-sonnet-4.6,ALL,0.8667,0.8571,0.9,0.8611,15
PNet&NCir,OPNhydro-r2,gemini-3-flash-preview,component_datasheet,1.0,1.0,1.0,1.0,3
PNet&NCir,OPNhydro-r2,gemini-3-flash-preview,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,OPNhydro-r2,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,7
PNet&NCir,OPNhydro-r2,gemini-3-flash-preview,ALL,0.8667,0.8571,0.9,0.8611,15
PNet&NCir,OPNhydro-r2,gpt-5.4-nano,component_datasheet,0.6667,0.5,0.3333,0.4,3
PNet&NCir,OPNhydro-r2,gpt-5.4-nano,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,OPNhydro-r2,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,7
PNet&NCir,OPNhydro-r2,gpt-5.4-nano,ALL,0.8,0.8125,0.85,0.7964,15
PNet&NCir,OPNhydro-r2,llama-3.3-70b-instruct,component_datasheet,0.6667,0.5,0.3333,0.4,3
PNet&NCir,OPNhydro-r2,llama-3.3-70b-instruct,spice_behaviour,0.6,0.3,0.5,0.375,5
PNet&NCir,OPNhydro-r2,llama-3.3-70b-instruct,theory_layout,0.4286,0.6667,0.6,0.4167,7
PNet&NCir,OPNhydro-r2,llama-3.3-70b-instruct,ALL,0.5333,0.7083,0.65,0.5249,15
PNet&NCir,PortalHardware,claude-sonnet-4.6,component_datasheet,0.875,0.875,0.9,0.873,8
PNet&NCir,PortalHardware,claude-sonnet-4.6,spice_behaviour,0.0,0.0,0.0,0.0,2
PNet&NCir,PortalHardware,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,5
PNet&NCir,PortalHardware,claude-sonnet-4.6,ALL,0.8,0.75,0.875,0.7619,15
PNet&NCir,PortalHardware,gemini-3-flash-preview,component_datasheet,1.0,1.0,1.0,1.0,8
PNet&NCir,PortalHardware,gemini-3-flash-preview,spice_behaviour,0.0,0.0,0.0,0.0,2
PNet&NCir,PortalHardware,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,5
PNet&NCir,PortalHardware,gemini-3-flash-preview,ALL,0.8667,0.8,0.9167,0.8295,15
PNet&NCir,PortalHardware,gpt-5.4-nano,component_datasheet,0.625,0.75,0.7,0.619,8
PNet&NCir,PortalHardware,gpt-5.4-nano,spice_behaviour,0.0,0.0,0.0,0.0,2
PNet&NCir,PortalHardware,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,5
PNet&NCir,PortalHardware,gpt-5.4-nano,ALL,0.6667,0.6875,0.7917,0.6411,15
PNet&NCir,PortalHardware,llama-3.3-70b-instruct,component_datasheet,0.625,0.75,0.7,0.619,8
PNet&NCir,PortalHardware,llama-3.3-70b-instruct,spice_behaviour,0.0,0.0,0.0,0.0,2
PNet&NCir,PortalHardware,llama-3.3-70b-instruct,theory_layout,0.6,0.5,0.3,0.375,5
PNet&NCir,PortalHardware,llama-3.3-70b-instruct,ALL,0.5333,0.65,0.7083,0.5249,15
PNet&NCir,fan_controller,claude-sonnet-4.6,component_datasheet,0.8333,0.75,0.9,0.7778,6
PNet&NCir,fan_controller,claude-sonnet-4.6,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,fan_controller,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,3
PNet&NCir,fan_controller,claude-sonnet-4.6,ALL,0.6,0.625,0.7692,0.55,15
PNet&NCir,fan_controller,gemini-3-flash-preview,component_datasheet,0.8333,0.75,0.9,0.7778,6
PNet&NCir,fan_controller,gemini-3-flash-preview,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,fan_controller,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,3
PNet&NCir,fan_controller,gemini-3-flash-preview,ALL,0.6,0.625,0.7692,0.55,15
PNet&NCir,fan_controller,gpt-5.4-nano,component_datasheet,0.8333,0.75,0.9,0.7778,6
PNet&NCir,fan_controller,gpt-5.4-nano,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,fan_controller,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,3
PNet&NCir,fan_controller,gpt-5.4-nano,ALL,0.6,0.625,0.7692,0.55,15
PNet&NCir,fan_controller,llama-3.3-70b-instruct,component_datasheet,0.6667,0.6667,0.8,0.625,6
PNet&NCir,fan_controller,llama-3.3-70b-instruct,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PNet&NCir,fan_controller,llama-3.3-70b-instruct,theory_layout,0.6667,0.5,0.3333,0.4,3
PNet&NCir,fan_controller,llama-3.3-70b-instruct,ALL,0.4667,0.6,0.6923,0.4444,15
PNet&NCir,stack-chan,claude-sonnet-4.6,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,stack-chan,claude-sonnet-4.6,spice_behaviour,0.5,0.25,0.5,0.3333,6
PNet&NCir,stack-chan,claude-sonnet-4.6,theory_layout,0.5,0.6667,0.6667,0.5,4
PNet&NCir,stack-chan,claude-sonnet-4.6,ALL,0.6667,0.8077,0.6429,0.6032,15
PNet&NCir,stack-chan,gemini-3-flash-preview,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,stack-chan,gemini-3-flash-preview,spice_behaviour,0.5,0.25,0.5,0.3333,6
PNet&NCir,stack-chan,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,4
PNet&NCir,stack-chan,gemini-3-flash-preview,ALL,0.8,0.8636,0.7857,0.7847,15
PNet&NCir,stack-chan,gpt-5.4-nano,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,stack-chan,gpt-5.4-nano,spice_behaviour,0.5,0.25,0.5,0.3333,6
PNet&NCir,stack-chan,gpt-5.4-nano,theory_layout,0.75,0.75,0.8333,0.7333,4
PNet&NCir,stack-chan,gpt-5.4-nano,ALL,0.7333,0.8333,0.7143,0.7,15
PNet&NCir,stack-chan,llama-3.3-70b-instruct,component_datasheet,1.0,1.0,1.0,1.0,5
PNet&NCir,stack-chan,llama-3.3-70b-instruct,spice_behaviour,0.5,0.25,0.5,0.3333,6
PNet&NCir,stack-chan,llama-3.3-70b-instruct,theory_layout,0.75,0.75,0.8333,0.7333,4
PNet&NCir,stack-chan,llama-3.3-70b-instruct,ALL,0.7333,0.8333,0.7143,0.7,15
PNet&PCir,AcornRobotElectronics,claude-sonnet-4.6,component_datasheet,0.7,0.7033,0.6869,0.6875,20
PNet&PCir,AcornRobotElectronics,claude-sonnet-4.6,spice_behaviour,0.95,0.9167,0.9667,0.9373,20
PNet&PCir,AcornRobotElectronics,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,AcornRobotElectronics,claude-sonnet-4.6,ALL,0.8833,0.8681,0.8883,0.8756,60
PNet&PCir,AcornRobotElectronics,gemini-3-flash-preview,component_datasheet,0.85,0.85,0.8535,0.8496,20
PNet&PCir,AcornRobotElectronics,gemini-3-flash-preview,spice_behaviour,0.95,0.9167,0.9667,0.9373,20
PNet&PCir,AcornRobotElectronics,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,AcornRobotElectronics,gemini-3-flash-preview,ALL,0.9333,0.9267,0.9267,0.9267,60
PNet&PCir,AcornRobotElectronics,gpt-5.4-nano,component_datasheet,0.75,0.75,0.7424,0.7442,20
PNet&PCir,AcornRobotElectronics,gpt-5.4-nano,spice_behaviour,0.95,0.9167,0.9667,0.9373,20
PNet&PCir,AcornRobotElectronics,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,AcornRobotElectronics,gpt-5.4-nano,ALL,0.9,0.886,0.9011,0.8923,60
PNet&PCir,AcornRobotElectronics,llama-3.3-70b-instruct,component_datasheet,0.7,0.7033,0.6869,0.6875,20
PNet&PCir,AcornRobotElectronics,llama-3.3-70b-instruct,spice_behaviour,0.95,0.9167,0.9667,0.9373,20
PNet&PCir,AcornRobotElectronics,llama-3.3-70b-instruct,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,AcornRobotElectronics,llama-3.3-70b-instruct,ALL,0.8833,0.8681,0.8883,0.8756,60
PNet&PCir,CF-Chef,claude-sonnet-4.6,component_datasheet,0.75,0.7917,0.8077,0.7494,20
PNet&PCir,CF-Chef,claude-sonnet-4.6,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,CF-Chef,claude-sonnet-4.6,theory_layout,0.95,0.9643,0.9286,0.943,20
PNet&PCir,CF-Chef,claude-sonnet-4.6,ALL,0.9,0.9,0.9072,0.8996,60
PNet&PCir,CF-Chef,gemini-3-flash-preview,component_datasheet,0.8,0.8182,0.8462,0.798,20
PNet&PCir,CF-Chef,gemini-3-flash-preview,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,CF-Chef,gemini-3-flash-preview,theory_layout,0.95,0.9643,0.9286,0.943,20
PNet&PCir,CF-Chef,gemini-3-flash-preview,ALL,0.9167,0.9149,0.9219,0.9161,60
PNet&PCir,CF-Chef,gpt-5.4-nano,component_datasheet,0.65,0.75,0.7308,0.6491,20
PNet&PCir,CF-Chef,gpt-5.4-nano,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,CF-Chef,gpt-5.4-nano,theory_layout,0.95,0.9643,0.9286,0.943,20
PNet&PCir,CF-Chef,gpt-5.4-nano,ALL,0.8667,0.8728,0.8778,0.8665,60
PNet&PCir,CF-Chef,llama-3.3-70b-instruct,component_datasheet,0.6,0.7333,0.6923,0.596,20
PNet&PCir,CF-Chef,llama-3.3-70b-instruct,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,CF-Chef,llama-3.3-70b-instruct,theory_layout,0.95,0.9643,0.9286,0.943,20
PNet&PCir,CF-Chef,llama-3.3-70b-instruct,ALL,0.85,0.8603,0.8631,0.85,60
PNet&PCir,HadesFCS,claude-sonnet-4.6,component_datasheet,0.9,0.9,0.9167,0.899,20
PNet&PCir,HadesFCS,claude-sonnet-4.6,spice_behaviour,0.85,0.85,0.8846,0.8465,20
PNet&PCir,HadesFCS,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,HadesFCS,claude-sonnet-4.6,ALL,0.9167,0.9151,0.9078,0.9111,60
PNet&PCir,HadesFCS,gemini-3-flash-preview,component_datasheet,0.85,0.8636,0.875,0.8496,20
PNet&PCir,HadesFCS,gemini-3-flash-preview,spice_behaviour,0.85,0.85,0.8846,0.8465,20
PNet&PCir,HadesFCS,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,HadesFCS,gemini-3-flash-preview,ALL,0.9,0.8942,0.8942,0.8942,60
PNet&PCir,HadesFCS,gpt-5.4-nano,component_datasheet,0.8,0.8333,0.8333,0.8,20
PNet&PCir,HadesFCS,gpt-5.4-nano,spice_behaviour,0.85,0.85,0.8846,0.8465,20
PNet&PCir,HadesFCS,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,HadesFCS,gpt-5.4-nano,ALL,0.8833,0.875,0.8807,0.8776,60
PNet&PCir,HadesFCS,llama-3.3-70b-instruct,component_datasheet,0.7,0.7857,0.75,0.697,20
PNet&PCir,HadesFCS,llama-3.3-70b-instruct,spice_behaviour,0.8,0.7879,0.8132,0.7917,20
PNet&PCir,HadesFCS,llama-3.3-70b-instruct,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,HadesFCS,llama-3.3-70b-instruct,ALL,0.8333,0.8249,0.8402,0.8286,60
PNet&PCir,Meshinger,claude-sonnet-4.6,component_datasheet,0.55,0.6538,0.7188,0.5396,20
PNet&PCir,Meshinger,claude-sonnet-4.6,spice_behaviour,0.95,0.9444,0.9583,0.9488,20
PNet&PCir,Meshinger,claude-sonnet-4.6,theory_layout,0.8947,0.75,0.9412,0.8021,19
PNet&PCir,Meshinger,claude-sonnet-4.6,ALL,0.7966,0.7692,0.8667,0.7731,59
PNet&PCir,Meshinger,gemini-3-flash-preview,component_datasheet,0.9,0.8333,0.9375,0.8667,20
PNet&PCir,Meshinger,gemini-3-flash-preview,spice_behaviour,0.95,0.9444,0.9583,0.9488,20
PNet&PCir,Meshinger,gemini-3-flash-preview,theory_layout,0.9,0.75,0.9444,0.8039,20
PNet&PCir,Meshinger,gemini-3-flash-preview,ALL,0.9167,0.8684,0.9457,0.8955,60
PNet&PCir,Meshinger,gpt-5.4-nano,component_datasheet,0.55,0.6538,0.7188,0.5396,20
PNet&PCir,Meshinger,gpt-5.4-nano,spice_behaviour,0.95,0.9444,0.9583,0.9488,20
PNet&PCir,Meshinger,gpt-5.4-nano,theory_layout,0.9,0.75,0.9444,0.8039,20
PNet&PCir,Meshinger,gpt-5.4-nano,ALL,0.8,0.7692,0.8696,0.775,60
PNet&PCir,Meshinger,llama-3.3-70b-instruct,component_datasheet,0.45,0.6333,0.6562,0.4486,20
PNet&PCir,Meshinger,llama-3.3-70b-instruct,spice_behaviour,0.8,0.8333,0.8333,0.8,20
PNet&PCir,Meshinger,llama-3.3-70b-instruct,theory_layout,0.9,0.75,0.9444,0.8039,20
PNet&PCir,Meshinger,llama-3.3-70b-instruct,ALL,0.7167,0.7258,0.8152,0.6978,60
PNet&PCir,OPNhydro-r2,claude-sonnet-4.6,component_datasheet,0.85,0.8333,0.8929,0.84,20
PNet&PCir,OPNhydro-r2,claude-sonnet-4.6,spice_behaviour,0.95,0.9545,0.95,0.9499,20
PNet&PCir,OPNhydro-r2,claude-sonnet-4.6,theory_layout,0.95,0.9688,0.9,0.9283,20
PNet&PCir,OPNhydro-r2,claude-sonnet-4.6,ALL,0.9167,0.9028,0.9249,0.9111,60
PNet&PCir,OPNhydro-r2,gemini-3-flash-preview,component_datasheet,0.85,0.8333,0.8929,0.84,20
PNet&PCir,OPNhydro-r2,gemini-3-flash-preview,spice_behaviour,0.95,0.9545,0.95,0.9499,20
PNet&PCir,OPNhydro-r2,gemini-3-flash-preview,theory_layout,0.95,0.9688,0.9,0.9283,20
PNet&PCir,OPNhydro-r2,gemini-3-flash-preview,ALL,0.9167,0.9028,0.9249,0.9111,60
PNet&PCir,OPNhydro-r2,gpt-5.4-nano,component_datasheet,0.75,0.7727,0.8214,0.7442,20
PNet&PCir,OPNhydro-r2,gpt-5.4-nano,spice_behaviour,0.95,0.9545,0.95,0.9499,20
PNet&PCir,OPNhydro-r2,gpt-5.4-nano,theory_layout,0.95,0.9688,0.9,0.9283,20
PNet&PCir,OPNhydro-r2,gpt-5.4-nano,ALL,0.8833,0.8699,0.8993,0.8776,60
PNet&PCir,OPNhydro-r2,llama-3.3-70b-instruct,component_datasheet,0.7,0.75,0.7857,0.697,20
PNet&PCir,OPNhydro-r2,llama-3.3-70b-instruct,spice_behaviour,0.9,0.9167,0.9,0.899,20
PNet&PCir,OPNhydro-r2,llama-3.3-70b-instruct,theory_layout,0.95,0.9688,0.9,0.9283,20
PNet&PCir,OPNhydro-r2,llama-3.3-70b-instruct,ALL,0.85,0.8415,0.8736,0.8448,60
PNet&PCir,PortalHardware,claude-sonnet-4.6,component_datasheet,0.75,0.75,0.8333,0.7333,20
PNet&PCir,PortalHardware,claude-sonnet-4.6,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,claude-sonnet-4.6,ALL,0.9167,0.8913,0.9405,0.9074,60
PNet&PCir,PortalHardware,gemini-3-flash-preview,component_datasheet,0.9,0.8571,0.9333,0.881,20
PNet&PCir,PortalHardware,gemini-3-flash-preview,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,gemini-3-flash-preview,ALL,0.9667,0.95,0.9762,0.9615,60
PNet&PCir,PortalHardware,gpt-5.4-nano,component_datasheet,0.5,0.6667,0.6667,0.5,20
PNet&PCir,PortalHardware,gpt-5.4-nano,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,gpt-5.4-nano,ALL,0.8333,0.8214,0.881,0.8237,60
PNet&PCir,PortalHardware,llama-3.3-70b-instruct,component_datasheet,0.45,0.6562,0.6333,0.4486,20
PNet&PCir,PortalHardware,llama-3.3-70b-instruct,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,llama-3.3-70b-instruct,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,PortalHardware,llama-3.3-70b-instruct,ALL,0.8167,0.8103,0.869,0.8076,60
PNet&PCir,fan_controller,claude-sonnet-4.6,component_datasheet,0.85,0.85,0.8846,0.8465,20
PNet&PCir,fan_controller,claude-sonnet-4.6,spice_behaviour,0.85,0.8535,0.85,0.8496,20
PNet&PCir,fan_controller,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,fan_controller,claude-sonnet-4.6,ALL,0.9,0.8857,0.9121,0.8942,60
PNet&PCir,fan_controller,gemini-3-flash-preview,component_datasheet,0.9,0.8889,0.9231,0.8958,20
PNet&PCir,fan_controller,gemini-3-flash-preview,spice_behaviour,0.85,0.8535,0.85,0.8496,20
PNet&PCir,fan_controller,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,fan_controller,gemini-3-flash-preview,ALL,0.9167,0.9028,0.9249,0.9111,60
PNet&PCir,fan_controller,gpt-5.4-nano,component_datasheet,0.8,0.8182,0.8462,0.798,20
PNet&PCir,fan_controller,gpt-5.4-nano,spice_behaviour,0.85,0.8535,0.85,0.8496,20
PNet&PCir,fan_controller,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,fan_controller,gpt-5.4-nano,ALL,0.8833,0.8699,0.8993,0.8776,60
PNet&PCir,fan_controller,llama-3.3-70b-instruct,component_datasheet,0.75,0.75,0.7747,0.7442,20
PNet&PCir,fan_controller,llama-3.3-70b-instruct,spice_behaviour,0.8,0.8571,0.8,0.7917,20
PNet&PCir,fan_controller,llama-3.3-70b-instruct,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,fan_controller,llama-3.3-70b-instruct,ALL,0.85,0.8415,0.8736,0.8448,60
PNet&PCir,stack-chan,claude-sonnet-4.6,component_datasheet,0.95,0.9643,0.9286,0.943,20
PNet&PCir,stack-chan,claude-sonnet-4.6,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,claude-sonnet-4.6,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,claude-sonnet-4.6,ALL,0.9833,0.9848,0.9821,0.9832,60
PNet&PCir,stack-chan,gemini-3-flash-preview,component_datasheet,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,gemini-3-flash-preview,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,gemini-3-flash-preview,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,gemini-3-flash-preview,ALL,1.0,1.0,1.0,1.0,60
PNet&PCir,stack-chan,gpt-5.4-nano,component_datasheet,0.95,0.9643,0.9286,0.943,20
PNet&PCir,stack-chan,gpt-5.4-nano,spice_behaviour,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,gpt-5.4-nano,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,gpt-5.4-nano,ALL,0.9833,0.9848,0.9821,0.9832,60
PNet&PCir,stack-chan,llama-3.3-70b-instruct,component_datasheet,0.9,0.9333,0.8571,0.881,20
PNet&PCir,stack-chan,llama-3.3-70b-instruct,spice_behaviour,0.95,0.9667,0.9167,0.9373,20
PNet&PCir,stack-chan,llama-3.3-70b-instruct,theory_layout,1.0,1.0,1.0,1.0,20
PNet&PCir,stack-chan,llama-3.3-70b-instruct,ALL,0.95,0.9571,0.9464,0.9493,60
PDF,AcornRobotElectronics,gpt-5.4-nano,component_datasheet,0.5,0.25,0.5,0.3333,4
PDF,AcornRobotElectronics,gpt-5.4-nano,spice_behaviour,0.1667,0.0833,0.5,0.1429,6
PDF,AcornRobotElectronics,gpt-5.4-nano,theory_layout,0.4,0.625,0.625,0.4,5
PDF,AcornRobotElectronics,gpt-5.4-nano,ALL,0.3333,0.6429,0.5455,0.3056,15
PDF,CF-Chef,gpt-5.4-nano,component_datasheet,0.1667,0.0833,0.5,0.1429,6
PDF,CF-Chef,gpt-5.4-nano,spice_behaviour,0.4,0.2,0.5,0.2857,5
PDF,CF-Chef,gpt-5.4-nano,theory_layout,0.5,0.3333,0.3333,0.3333,4
PDF,CF-Chef,gpt-5.4-nano,ALL,0.3333,0.1786,0.4167,0.25,15
PDF,HadesFCS,gpt-5.4-nano,component_datasheet,0.6667,0.3333,0.5,0.4,6
PDF,HadesFCS,gpt-5.4-nano,spice_behaviour,0.6,0.3,0.5,0.375,5
PDF,HadesFCS,gpt-5.4-nano,theory_layout,0.25,0.125,0.5,0.2,4
PDF,HadesFCS,gpt-5.4-nano,ALL,0.5333,0.2667,0.5,0.3478,15
PDF,Meshinger,gpt-5.4-nano,component_datasheet,0.2,0.1,0.5,0.1667,5
PDF,Meshinger,gpt-5.4-nano,spice_behaviour,0.0,0.0,0.0,0.0,5
PDF,Meshinger,gpt-5.4-nano,theory_layout,0.8,0.75,0.875,0.7619,5
